team1,team2,venue,toss_winner,toss_decision,winner
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,field,Chennai Super Kings
Gujarat Titans,Royal Challengers Bangalore,Ekana Cricket Stadium,Royal Challengers Bangalore,bat,Gujarat Titans
Kolkata Knight Riders,Delhi Capitals,Ekana Cricket Stadium,Delhi Capitals,bat,Delhi Capitals
Mumbai Indians,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,bat,Mumbai Indians
Punjab Kings,Mumbai Indians,Eden Gardens,Punjab Kings,field,Punjab Kings
Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,bat,Royal Challengers Bangalore
Chennai Super Kings,Delhi Capitals,Ekana Cricket Stadium,Chennai Super Kings,field,Chennai Super Kings
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,field,Sunrisers Hyderabad
Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,Sunrisers Hyderabad
Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,field,Punjab Kings
Gujarat Titans,Mumbai Indians,M. A. Chidambaram Stadium,Gujarat Titans,field,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,Eden Gardens,Mumbai Indians,bat,Mumbai Indians
Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,bat,Delhi Capitals
Royal Challengers Bangalore,Kolkata Knight Riders,Narendra Modi Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore
Kolkata Knight Riders,Royal Challengers Bangalore,Rajiv Gandhi Intl. Stadium,Kolkata Knight Riders,bat,Royal Challengers Bangalore
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Mumbai Indians,Punjab Kings,HPCA Stadium,Punjab Kings,field,Punjab Kings
Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,Gujarat Titans
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,Gujarat Titans,bat,Kolkata Knight Riders
Delhi Capitals,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,field,Mumbai Indians
Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,Delhi Capitals,field,Mumbai Indians
Chennai Super Kings,Gujarat Titans,Eden Gardens,Gujarat Titans,field,Gujarat Titans
Mumbai Indians,Gujarat Titans,Rajiv Gandhi Intl. Stadium,Gujarat Titans,field,Gujarat Titans
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi Intl. Stadium,Punjab Kings,field,Royal Challengers Bangalore
Kolkata Knight Riders,Punjab Kings,M. A. Chidambaram Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Rajasthan Royals
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,Rajasthan Royals
Gujarat Titans,Sunrisers Hyderabad,Ekana Cricket Stadium,Sunrisers Hyderabad,field,Gujarat Titans
Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,Sunrisers Hyderabad
Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,Lucknow Super Giants,bat,Delhi Capitals
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Mumbai Indians,field,Sunrisers Hyderabad
Gujarat Titans,Delhi Capitals,Eden Gardens,Delhi Capitals,bat,Delhi Capitals
Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,Lucknow Super Giants,field,Kolkata Knight Riders
Punjab Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,Punjab Kings,field,Sunrisers Hyderabad
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Delhi Capitals
Sunrisers Hyderabad,Gujarat Titans,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,Gujarat Titans
Punjab Kings,Delhi Capitals,HPCA Stadium,Punjab Kings,bat,Punjab Kings
Royal Challengers Bangalore,Punjab Kings,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Punjab Kings
Gujarat Titans,Kolkata Knight Riders,M. A. Chidambaram Stadium,Gujarat Titans,field,Gujarat Titans
Kolkata Knight Riders,Royal Challengers Bangalore,Narendra Modi Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders
Lucknow Super Giants,Chennai Super Kings,Ekana Cricket Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Mumbai Indians,Chennai Super Kings,M. Chinnaswamy Stadium,Mumbai Indians,bat,Chennai Super Kings
Gujarat Titans,Mumbai Indians,HPCA Stadium,Mumbai Indians,field,Gujarat Titans
Lucknow Super Giants,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi Intl. Stadium,Lucknow Super Giants,bat,Royal Challengers Bangalore
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
Gujarat Titans,Chennai Super Kings,Rajiv Gandhi Intl. Stadium,Gujarat Titans,bat,Gujarat Titans
Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,Punjab Kings
Gujarat Titans,Rajasthan Royals,HPCA Stadium,Rajasthan Royals,field,Gujarat Titans
Chennai Super Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Chennai Super Kings,bat,Royal Challengers Bangalore
Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,Punjab Kings
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,Lucknow Super Giants,bat,Lucknow Super Giants
Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi Intl. Stadium,Kolkata Knight Riders,bat,Rajasthan Royals
Gujarat Titans,Kolkata Knight Riders,HPCA Stadium,Gujarat Titans,field,Kolkata Knight Riders
Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,bat,Royal Challengers Bangalore
Sunrisers Hyderabad,Punjab Kings,Wankhede Stadium,Sunrisers Hyderabad,field,Punjab Kings
Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,Chennai Super Kings,field,Chennai Super Kings
Gujarat Titans,Punjab Kings,HPCA Stadium,Punjab Kings,bat,Punjab Kings
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi Intl. Stadium,Punjab Kings,bat,Punjab Kings
Sunrisers Hyderabad,Chennai Super Kings,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Chennai Super Kings
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Delhi Capitals,bat,Punjab Kings
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Delhi Capitals,bat,Gujarat Titans
Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,field,Lucknow Super Giants
Kolkata Knight Riders,Punjab Kings,Ekana Cricket Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders
Lucknow Super Giants,Kolkata Knight Riders,Ekana Cricket Stadium,Kolkata Knight Riders,field,Lucknow Super Giants
Rajasthan Royals,Delhi Capitals,Eden Gardens,Delhi Capitals,bat,Delhi Capitals
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,Sunrisers Hyderabad
Mumbai Indians,Delhi Capitals,Wankhede Stadium,Mumbai Indians,bat,Delhi Capitals
Delhi Capitals,Chennai Super Kings,HPCA Stadium,Delhi Capitals,bat,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,Delhi Capitals,bat,Chennai Super Kings
Kolkata Knight Riders,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,bat,Kolkata Knight Riders
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi Intl. Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,Kolkata Knight Riders
Punjab Kings,Mumbai Indians,Narendra Modi Stadium,Punjab Kings,bat,Punjab Kings
Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi Intl. Stadium,Chennai Super Kings,field,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Rajiv Gandhi Intl. Stadium,Chennai Super Kings,field,Chennai Super Kings
Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders
Sunrisers Hyderabad,Mumbai Indians,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,Mumbai Indians
Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Gujarat Titans,field,Sunrisers Hyderabad
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,bat,Lucknow Super Giants
Delhi Capitals,Mumbai Indians,Narendra Modi Stadium,Delhi Capitals,field,Mumbai Indians
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,Mumbai Indians
Rajasthan Royals,Mumbai Indians,HPCA Stadium,Rajasthan Royals,bat,Mumbai Indians
Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi Intl. Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore
Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Punjab Kings,Rajasthan Royals,M. Chinnaswamy Stadium,Punjab Kings,field,Punjab Kings
Mumbai Indians,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,bat,Lucknow Super Giants
Kolkata Knight Riders,Punjab Kings,HPCA Stadium,Kolkata Knight Riders,field,Punjab Kings
Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,Royal Challengers Bangalore
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,Rajasthan Royals,field,Rajasthan Royals
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders
Royal Challengers Bangalore,Kolkata Knight Riders,Rajiv Gandhi Intl. Stadium,Kolkata Knight Riders,field,Royal Challengers Bangalore
Punjab Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,Sunrisers Hyderabad,bat,Punjab Kings
Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,bat,Mumbai Indians
Mumbai Indians,Sunrisers Hyderabad,Ekana Cricket Stadium,Mumbai Indians,field,Mumbai Indians
Chennai Super Kings,Lucknow Super Giants,HPCA Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Kolkata Knight Riders,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,Kolkata Knight Riders
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,bat,Rajasthan Royals
Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,Chennai Super Kings
Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,field,Rajasthan Royals
Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Gujarat Titans,bat,Sunrisers Hyderabad
Rajasthan Royals,Punjab Kings,M. A. Chidambaram Stadium,Rajasthan Royals,bat,Rajasthan Royals
Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,bat,Chennai Super Kings
Mumbai Indians,Rajasthan Royals,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,bat,Rajasthan Royals
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,field,Sunrisers Hyderabad
Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,bat,Gujarat Titans
Kolkata Knight Riders,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,Kolkata Knight Riders
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,field,Rajasthan Royals
Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Chennai Super Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,Sunrisers Hyderabad,bat,Chennai Super Kings
Delhi Capitals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Delhi Capitals,field,Delhi Capitals
Royal Challengers Bangalore,Delhi Capitals,Eden Gardens,Delhi Capitals,bat,Royal Challengers Bangalore
Sunrisers Hyderabad,Rajasthan Royals,Ekana Cricket Stadium,Rajasthan Royals,bat,Sunrisers Hyderabad
Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,bat,Kolkata Knight Riders
Sunrisers Hyderabad,Gujarat Titans,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,Gujarat Titans
Royal Challengers Bangalore,Lucknow Super Giants,HPCA Stadium,Lucknow Super Giants,bat,Royal Challengers Bangalore
Gujarat Titans,Punjab Kings,HPCA Stadium,Punjab Kings,bat,Gujarat Titans
Punjab Kings,Rajasthan Royals,M. Chinnaswamy Stadium,Punjab Kings,bat,Punjab Kings
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,Gujarat Titans,field,Kolkata Knight Riders
Mumbai Indians,Delhi Capitals,Rajiv Gandhi Intl. Stadium,Mumbai Indians,field,Delhi Capitals
Chennai Super Kings,Gujarat Titans,Eden Gardens,Chennai Super Kings,bat,Chennai Super Kings
Sunrisers Hyderabad,Mumbai Indians,Ekana Cricket Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Sunrisers Hyderabad,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,field,Sunrisers Hyderabad
Rajasthan Royals,Gujarat Titans,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,bat,Rajasthan Royals
Lucknow Super Giants,Delhi Capitals,HPCA Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Chennai Super Kings,Punjab Kings,M. A. Chidambaram Stadium,Chennai Super Kings,bat,Punjab Kings
Delhi Capitals,Rajasthan Royals,HPCA Stadium,Rajasthan Royals,bat,Rajasthan Royals
Gujarat Titans,Lucknow Super Giants,Rajiv Gandhi Intl. Stadium,Gujarat Titans,bat,Gujarat Titans
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,Gujarat Titans,field,Gujarat Titans
Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,Gujarat Titans,field,Kolkata Knight Riders
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,Lucknow Super Giants
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,Sunrisers Hyderabad
Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,bat,Sunrisers Hyderabad
Gujarat Titans,Chennai Super Kings,HPCA Stadium,Chennai Super Kings,field,Chennai Super Kings
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi Intl. Stadium,Mumbai Indians,field,Rajasthan Royals
Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi Intl. Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi Intl. Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Punjab Kings,Gujarat Titans,Narendra Modi Stadium,Punjab Kings,field,Punjab Kings
Punjab Kings,Delhi Capitals,M. A. Chidambaram Stadium,Punjab Kings,bat,Delhi Capitals
Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Mumbai Indians,Chennai Super Kings,Ekana Cricket Stadium,Mumbai Indians,field,Mumbai Indians
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,field,Mumbai Indians
Lucknow Super Giants,Sunrisers Hyderabad,HPCA Stadium,Sunrisers Hyderabad,bat,Lucknow Super Giants
Kolkata Knight Riders,Punjab Kings,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,Punjab Kings
Lucknow Super Giants,Gujarat Titans,Sawai Mansingh Stadium,Gujarat Titans,field,Gujarat Titans
Delhi Capitals,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,bat,Gujarat Titans
Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,Kolkata Knight Riders
Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Delhi Capitals
Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,Delhi Capitals
Gujarat Titans,Chennai Super Kings,Ekana Cricket Stadium,Gujarat Titans,bat,Chennai Super Kings
Mumbai Indians,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,bat,Mumbai Indians
Mumbai Indians,Chennai Super Kings,HPCA Stadium,Mumbai Indians,bat,Mumbai Indians
Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Delhi Capitals
Rajasthan Royals,Lucknow Super Giants,Sawai Mansingh Stadium,Rajasthan Royals,bat,Rajasthan Royals
Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,Sunrisers Hyderabad,field,Chennai Super Kings
Lucknow Super Giants,Mumbai Indians,M. A. Chidambaram Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Sunrisers Hyderabad,Lucknow Super Giants,HPCA Stadium,Lucknow Super Giants,bat,Sunrisers Hyderabad
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,Punjab Kings,field,Rajasthan Royals
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Sunrisers Hyderabad
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,Delhi Capitals
Sunrisers Hyderabad,Punjab Kings,Narendra Modi Stadium,Punjab Kings,bat,Punjab Kings
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Punjab Kings,field,Sunrisers Hyderabad
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Sunrisers Hyderabad,bat,Mumbai Indians
Delhi Capitals,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,Mumbai Indians
Punjab Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,Punjab Kings,bat,Punjab Kings
Chennai Super Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,Lucknow Super Giants,bat,Delhi Capitals
Royal Challengers Bangalore,Lucknow Super Giants,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore
Lucknow Super Giants,Kolkata Knight Riders,HPCA Stadium,Kolkata Knight Riders,bat,Lucknow Super Giants
Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,bat,Kolkata Knight Riders
Lucknow Super Giants,Kolkata Knight Riders,M. A. Chidambaram Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Lucknow Super Giants,Punjab Kings,Ekana Cricket Stadium,Punjab Kings,bat,Lucknow Super Giants
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,Mumbai Indians
Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,Chennai Super Kings,field,Chennai Super Kings
Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,field,Royal Challengers Bangalore
Royal Challengers Bangalore,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Punjab Kings,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,field,Punjab Kings
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Punjab Kings,bat,Punjab Kings
Lucknow Super Giants,Royal Challengers Bangalore,HPCA Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi Intl. Stadium,Rajasthan Royals,bat,Rajasthan Royals
Mumbai Indians,Punjab Kings,Narendra Modi Stadium,Mumbai Indians,bat,Mumbai Indians
Sunrisers Hyderabad,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,Sunrisers Hyderabad
Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Rajasthan Royals,field,Rajasthan Royals
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Royal Challengers Bangalore,Gujarat Titans,HPCA Stadium,Gujarat Titans,field,Royal Challengers Bangalore
Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,Mumbai Indians,field,Delhi Capitals
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi Intl. Stadium,Lucknow Super Giants,bat,Sunrisers Hyderabad
Gujarat Titans,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,Punjab Kings
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,Chennai Super Kings
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
Punjab Kings,Lucknow Super Giants,Eden Gardens,Punjab Kings,field,Lucknow Super Giants
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi Intl. Stadium,Chennai Super Kings,bat,Chennai Super Kings
Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,Kolkata Knight Riders
Lucknow Super Giants,Gujarat Titans,Narendra Modi Stadium,Gujarat Titans,bat,Gujarat Titans
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi Intl. Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,Rajasthan Royals,bat,Rajasthan Royals
Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,field,Mumbai Indians
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,bat,Delhi Capitals
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals
Delhi Capitals,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,field,Delhi Capitals
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,bat,Delhi Capitals
Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,bat,Gujarat Titans
Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,Rajasthan Royals,field,Rajasthan Royals
Gujarat Titans,Kolkata Knight Riders,HPCA Stadium,Kolkata Knight Riders,field,Gujarat Titans
Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,Gujarat Titans
Sunrisers Hyderabad,Lucknow Super Giants,HPCA Stadium,Lucknow Super Giants,bat,Lucknow Super Giants
Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Lucknow Super Giants,field,Rajasthan Royals
Chennai Super Kings,Gujarat Titans,Ekana Cricket Stadium,Gujarat Titans,field,Chennai Super Kings
Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,Rajasthan Royals
Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,Chennai Super Kings,field,Kolkata Knight Riders
Punjab Kings,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,Mumbai Indians
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,Lucknow Super Giants
Punjab Kings,Sunrisers Hyderabad,Wankhede Stadium,Punjab Kings,bat,Sunrisers Hyderabad
Delhi Capitals,Punjab Kings,HPCA Stadium,Delhi Capitals,field,Delhi Capitals
Sunrisers Hyderabad,Chennai Super Kings,HPCA Stadium,Chennai Super Kings,field,Chennai Super Kings
Lucknow Super Giants,Mumbai Indians,HPCA Stadium,Mumbai Indians,bat,Lucknow Super Giants
Royal Challengers Bangalore,Chennai Super Kings,Arun Jaitley Stadium,Royal Challengers Bangalore,field,Chennai Super Kings
Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,bat,Rajasthan Royals
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,field,Punjab Kings
Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians
